goos: linux
goarch: amd64
pkg: github.com/ethereum/go-ethereum/core/vm
BenchmarkPrecompiledModExpEip2565/nagydani-5-qube-Gas=5461-24              	   26619	    226788 ns/op	      5461 gas/op	        24.1 mgas/s	   25617 B/op	      24 allocs/op
BenchmarkPrecompiledModExpEip2565/nagydani-5-pow0x10001-Gas=87381-24       	    4012	   1459917 ns/op	     87381 gas/op	        59.9 mgas/s	   63308 B/op	      42 allocs/op
BenchmarkPrecompiledBn256Add/chfast1-Gas=150-24                            	  160921	     36927 ns/op	       150 gas/op	         4.06 mgas/s	     784 B/op	      16 allocs/op
BenchmarkPrecompiledBn256Add/chfast2-Gas=150-24                            	  160885	     36948 ns/op	       150 gas/op	         4.05 mgas/s	     784 B/op	      16 allocs/op
BenchmarkPrecompiledBn256Add/cdetrio1-Gas=150-24                           	 2335958	      2549 ns/op	       150 gas/op	        58.8 mgas/s	     624 B/op	      11 allocs/op
BenchmarkPrecompiledBn256Add/cdetrio2-Gas=150-24                           	 2279418	      2667 ns/op	       150 gas/op	        56.2 mgas/s	     688 B/op	      12 allocs/op
BenchmarkPrecompiledBn256Add/cdetrio3-Gas=150-24                           	 2225292	      2676 ns/op	       150 gas/op	        56.0 mgas/s	     688 B/op	      12 allocs/op
BenchmarkPrecompiledBn256Add/cdetrio4-Gas=150-24                           	 2181812	      2745 ns/op	       150 gas/op	        54.6 mgas/s	     752 B/op	      13 allocs/op
BenchmarkPrecompiledBn256Add/cdetrio5-Gas=150-24                           	 2336635	      2536 ns/op	       150 gas/op	        59.1 mgas/s	     624 B/op	      11 allocs/op
BenchmarkPrecompiledBn256Add/cdetrio6-Gas=150-24                           	 1831353	      3314 ns/op	       150 gas/op	        45.2 mgas/s	     624 B/op	      11 allocs/op
BenchmarkPrecompiledBn256Add/cdetrio7-Gas=150-24                           	 1829552	      3281 ns/op	       150 gas/op	        45.7 mgas/s	     624 B/op	      11 allocs/op
BenchmarkPrecompiledBn256Add/cdetrio8-Gas=150-24                           	 1776429	      3406 ns/op	       150 gas/op	        44.0 mgas/s	     688 B/op	      12 allocs/op
BenchmarkPrecompiledBn256Add/cdetrio9-Gas=150-24                           	 1811359	      3336 ns/op	       150 gas/op	        45.0 mgas/s	     624 B/op	      11 allocs/op
BenchmarkPrecompiledBn256Add/cdetrio10-Gas=150-24                          	 1756746	      3345 ns/op	       150 gas/op	        44.8 mgas/s	     624 B/op	      11 allocs/op
